Timestamp,EPC,Antenna,RSSI,Channel,Address
1560932099739431,E2000019510802051320B90E,1,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932099770001,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932099772125,E2000019510802011320B0CC,2,-69,866.9,SpeedwayR-12-CB-07.local
1560932099804265,E2000019510802091320B910,3,-69,866.9,SpeedwayR-12-CB-07.local
1560932099839097,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932099840196,E2000019510802091320B910,4,-68,866.9,SpeedwayR-12-CB-07.local
1560932099841917,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
1560932099873487,E2000019510802051320B90E,1,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932099907263,E2000019510802011320B0CC,2,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932099908877,E2000019510802051320B90E,2,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932099940045,E2000019510802091320B910,3,-68.5,866.9,SpeedwayR-12-CB-07.local
1560932099973190,E2000019510802051320B90E,4,-70.5,866.9,SpeedwayR-12-CB-07.local
1560932099976555,E2000019510802011320B0CC,4,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932099978934,E2000019510802091320B910,4,-69,866.9,SpeedwayR-12-CB-07.local
1560932100013988,E2000019510802051320B90E,1,-66.5,866.9,SpeedwayR-12-CB-07.local
1560932100043599,E2000019510802011320B0CC,2,-69,866.9,SpeedwayR-12-CB-07.local
1560932100045922,E2000019510802051320B90E,2,-65.5,866.9,SpeedwayR-12-CB-07.local
1560932100078242,E2000019510802091320B910,3,-69,866.9,SpeedwayR-12-CB-07.local
1560932100110637,E2000019510802091320B910,4,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932100111713,E2000019510802051320B90E,4,-69.5,866.9,SpeedwayR-12-CB-07.local
1560932100115526,E2000019510802011320B0CC,4,-65,866.9,SpeedwayR-12-CB-07.local
1560932100141902,E2000019510802051320B90E,1,-67.5,866.9,SpeedwayR-12-CB-07.local
1560932100173207,E2000019510802051320B90E,2,-65,866.9,SpeedwayR-12-CB-07.local
1560932100175063,E2000019510802011320B0CC,2,-68,866.9,SpeedwayR-12-CB-07.local
1560932100196709,E2000019510802011320B0CC,2,-67.5,867.5,SpeedwayR-12-CB-07.local
1560932100197767,E2000019510802051320B90E,2,-66,867.5,SpeedwayR-12-CB-07.local
1560932100230209,E2000019510802091320B910,3,-68.5,867.5,SpeedwayR-12-CB-07.local
